slug,state,start_date,end_date,nature_location,troops_engaged,event_type,casualties,killed_wounded,killed,wounded,missing_captured
Virginia/1863-05-07-skirmish-west-point,Virginia,1863-05-07,1863-05-07,"Skirmish, West Point",NEW YORK--6th Cavalry.,Skirmish,,,,,
Virginia/1863-05-08-skirmish-grove-church,Virginia,1863-05-08,1863-05-08,"Skirmish, Grove Church",(No Reports.),Skirmish,,,,,
Virginia/1863-05-11-skirmish-warrenton,Virginia,1863-05-11,1863-05-11,"Skirmish, Warrenton",VERMONT--1st Cavalry.,Skirmish,,,,,
Virginia/1863-05-12-action-blackwater,Virginia,1863-05-12,1863-05-12,"Action, Blackwater",NEW YORK--164th and 170th Infantry.,Action,,,,,
Virginia/1863-05-12-1863-05-14-scout-from-snicker-s-ferry,Virginia,1863-05-12,1863-05-14,Scout from Snicker's Ferry,NEW YORK--1st Lincoln Cavalry.,Scout,,,,,
Virginia/1863-05-12-1863-05-14-operations-about-front-royal-ford-and-buck-s-ford,Virginia,1863-05-12,1863-05-14,Operations about Front Royal Ford and Buck's Ford,PENNSYLVANIA--13th Cavalry (Detachment). WEST VIRGINIA--3rd Cavalry (Detachment).,Operations,,,,,
Virginia/1863-05-12-1863-05-26-operations-on-seabird-and-roanoke-r-r,Virginia,1863-05-12,1863-05-26,Operations on Seabird and Roanoke R. R.,"MASSACHUSETTS--7th Battery Light Artillery; 6th Infantry. NEW YORK--170th and 182nd Infantry. PENNSYLVANIA--165th, 166th and 167th Infantry.",Operations,,,,,
Virginia/1863-05-13-skirmish-upperville,Virginia,1863-05-13,1863-05-13,"Skirmish, Upperville","NEW YORK--1st (Lincoln) Cavalry. Union loss, 1 killed.",Skirmish,,,1,,
Virginia/1863-05-14-skirmish-marstellar-s-place-near-warrenton-junction,Virginia,1863-05-14,1863-05-14,"Skirmish, Marstellar's Place, near Warrenton Junction","MICHIGAN--6th Cavalry. Union loss, 2 killed, 15 wounded. Total, 17.",Skirmish,17,17,2,15,
Virginia/1863-05-15-1863-05-16-skirmishes-holland-house-carrsville,Virginia,1863-05-15,1863-05-16,"Skirmishes, Holland House, Carrsville","MASSACHUSETTS--7th Battery Light Artillery; 6th Infantry. NEW YORK--170th and 182nd Infantry. PENNSYLVANIA--165th, 166th and 167th Infantry.",Skirmishes,,,,,
Virginia/1863-05-15-expedition-from-west-point-to-robinson-s-plantation-king-and-queen-co,Virginia,1863-05-15,1863-05-15,"Expedition from West Point to Robinson's Plantation, King and Queen Co.","NEW YORK--142nd Infantry (1 Co.). UNITED STATES--Gunboat ""Morse"".",Expedition,,,,,
Virginia/1863-05-15-1863-05-28-operations-on-norfolk-petersburg-r-r,Virginia,1863-05-15,1863-05-28,Operations on Norfolk & Petersburg R. R.,NEW YORK--99th and 118th Infantry. VERMONT--9th Infantry. WISCONSIN--19th Infantry.,Operations,,,,,
Virginia/1863-05-16-skirmish-berry-s-ferry,Virginia,1863-05-16,1863-05-16,"Skirmish, Berry's Ferry",NEW YORK--1st Cavalry (Detachment).,Skirmish,,,,,
Virginia/1863-05-16-action-piedmont-station,Virginia,1863-05-16,1863-05-16,"Action, Piedmont Station","PENNSYLVANIA--13th Cavalry (Detachment). WEST VIRGINIA--3rd Cavalry (Cos. ""D"", ""E""). Union loss, 2 killed",Action,,,2,,
Virginia/1863-05-17-skirmish-near-providence-church,Virginia,1863-05-17,1863-05-17,Skirmish near Providence Church,NEW YORK--99th Infantry. WISCONSIN--19th Infantry.,Skirmish,,,,,
Virginia/1863-05-17-skirmish-scott-s-mills,Virginia,1863-05-17,1863-05-17,"Skirmish, Scott's Mills",NEW YORK--7th Cavalry (1st M. R.).,Skirmish,,,,,
Virginia/1863-05-17-skirmish-near-dumfries,Virginia,1863-05-17,1863-05-17,Skirmish near Dumfries,"PENNSYLVANIA--3rd Cavalry (Detachment). Union loss, 2 killed, 3 wounded, 3 missing. Total, 8.",Skirmish,8,5,2,3,3
Virginia/1863-05-18-skirmish-carrsville,Virginia,1863-05-18,1863-05-18,"Skirmish, Carrsville","NEW YORK--170th Infantry. Union loss, 3 killed, 4 wounded. Total, 7.",Skirmish,7,7,3,4,
Virginia/1863-05-19-1863-05-22-expedition-from-gloucester-point-into-matthews-county,Virginia,1863-05-19,1863-05-22,Expedition from Gloucester Point into Matthews County,"DELAWARE--4th Infantry (Detachment). NEW YORK--2nd Cavalry; Battery ""H"", 1st Artillery; 169th Infantry (Detachments).",Expedition,,,,,
Virginia/1863-05-20-skirmish-foster-s-plantation,Virginia,1863-05-20,1863-05-20,"Skirmish, Foster's Plantation",INDIANA--13th Infantry.,Skirmish,,,,,
Virginia/1863-05-20-1863-05-21-skirmish-lancaster,Virginia,1863-05-20,1863-05-21,"Skirmish, Lancaster",ILLINOIS--8th Cavalry.,Skirmish,,,,,
Virginia/1863-05-20-1863-05-26-operations-in-northern-neck-in-king-george-westmoreland-richmond-northumberland-lancaster-and-middlesex-counties,Virginia,1863-05-20,1863-05-26,"Operations in Northern Neck, in King George, Westmoreland, Richmond, Northumberland, Lancaster and Middlesex Counties","ILLINOIS--8th Cavalry. INDIANA--3rd Cavalry (Detachment); 19th Infantry. MAINE--1st Cavalry (Detachment). MICHIGAN--24th Infantry. NEW YORK--8th Cavalry (Detachment). WISCONSIN--2nd Infantry. Union loss, 3 killed.",Operations,,,3,,
Virginia/1863-05-20-1863-05-28-raid-below-fredericksburg-clendennin-s,Virginia,1863-05-20,1863-05-28,Raid below Fredericksburg (Clendennin's),ILLINOIS--8th Cavalry.,Raid,,,,,
Virginia/1863-05-23-skirmish-warrenton,Virginia,1863-05-23,1863-05-23,"Skirmish, Warrenton",VERMONT--1st Cavalry.,Skirmish,,,,,
Virginia/1863-05-23-skirmish-antioch-church-and-barber-s-cross-roads,Virginia,1863-05-23,1863-05-23,"Skirmish, Antioch Church and Barber's Cross Roads",NEW YORK--118th Infantry. VERMONT--9th Infantry.,Skirmish,,,,,
Virginia/1863-05-23-skirmish-windsor,Virginia,1863-05-23,1863-05-23,"Skirmish, Windsor",MICHIGAN--26th Infantry.,Skirmish,,,,,
Virginia/1863-05-27-1863-05-29-scout-from-snicker-s-ferry-to-aldie-fairfax-court-house-and-leesburg,Virginia,1863-05-27,1863-05-29,"Scout from Snicker's Ferry to Aldie, Fairfax Court House and Leesburg",(No Reports.),Scout,,,,,
Virginia/1863-05-30-skirmish-near-greenwich,Virginia,1863-05-30,1863-05-30,Skirmish near Greenwich,MICHIGAN--7th Cavalry. NEW YORK--5th Cavalry. VERMONT--1st Cavalry (Detachments).,Skirmish,,,,,
Virginia/1863-05-31-skirmish-warrenton,Virginia,1863-05-31,1863-05-31,"Skirmish, Warrenton",VERMONT--1st Cavalry.,Skirmish,,,,,
Virginia/1863-06-01-skirmish-snicker-s-gap,Virginia,1863-06-01,1863-06-01,"Skirmish, Snicker's Gap",NEW YORK--5th Cavalry.,Skirmish,,,,,
Virginia/1863-06-02-skirmish-upperville,Virginia,1863-06-02,1863-06-02,"Skirmish, Upperville",INDIANA--3rd Cavalry.,Skirmish,,,,,
Virginia/1863-06-03-skirmish-fayetteville,Virginia,1863-06-03,1863-06-03,"Skirmish, Fayetteville",MASSACHUSETTS--1st Cavalry (Detachment).,Skirmish,,,,,
Virginia/1863-06-03-skirmish-near-strasburg,Virginia,1863-06-03,1863-06-03,Skirmish near Strasburg,(No Reports.),Skirmish,,,,,
Virginia/1863-06-03-1863-08-01-campaign-gettysburg,Virginia,1863-06-03,1863-08-01,"Campaign, Gettysburg",(See Pennsylvania.),Campaign,,,,,
Virginia/1863-06-04-skirmish-on-lawyer-s-road-near-fairfax-court-house,Virginia,1863-06-04,1863-06-04,"Skirmish on Lawyer's Road, near Fairfax Court House","NEW YORK--11th Cavalry (Cos. ""B"" and ""C"").",Skirmish,,,,,
Virginia/1863-06-04-skirmish-frying-pan,Virginia,1863-06-04,1863-06-04,"Skirmish, Frying Pan","NEW YORK--5th Cavalry (Detachment). Union loss, 3 killed, 7 wounded, 7 missing. Total, 17.",Skirmish,17,10,3,7,7
Virginia/1863-06-04-1863-06-05-expedition-from-yorktown-to-walkerton-and-aylett-s,Virginia,1863-06-04,1863-06-05,Expedition from Yorktown to Walkerton and Aylett's,DELAWARE--4th Infantry (Detachment). NEW YORK--168th Infantry (Detachment). PENNSYLVANIA--169th and 174th Infantry (Detachments). U. S. Gunboats.,Expedition,,,,,
Virginia/1863-06-05-skirmish-walkerton,Virginia,1863-06-05,1863-06-05,"Skirmish, Walkerton",NEW YORK--168th Infantry (Detachment).,Skirmish,,,,,
Virginia/1863-06-05-1863-06-07-reconnaissance-through-gates-co-n-c-and-down-chowan-river,Virginia,1863-06-05,1863-06-07,"Reconnaissance through Gates Co., N. C and down Chowan River",PENNSYLVANIA--11th Cavalry (5 Cos.).,Reconnaissance,,,,,
Virginia/1863-06-05-1863-06-13-skirmishes-at-franklin-s-crossing-or-deep-run-rappahannock-river,Virginia,1863-06-05,1863-06-13,"Skirmishes at Franklin's Crossing, or Deep Run, Rappahannock River","MAINE--7th Infantry. MASSACHUSETTS--1st Battery Light Artillery NEW JERSEY--26th Infantry. NEW YORK--1st and 3rd Independent Batteries Light Artillery; 15th and 50th Engineers; 33rd (Detachment), 43rd, 49th and 77th Infantry. RHODE ISLAND--Batteries ""C"" and ""G"", 1st Light Artillery VERMONT--2nd, 3rd, 4th, 5th and 6th Infantry. UNITED STATES--Batteries ""D"" and ""G"", 2nd Artillery; ""F"", 5th Artillery Supported by 6th Army Corps. Union loss, 9 killed, 48 wounded. Total, 57.",Skirmishes,57,57,9,48,
Virginia/1863-06-06-skirmish-berryville,Virginia,1863-06-06,1863-06-06,"Skirmish, Berryville",PENNSYLVANIA--67th Infantry.,Skirmish,,,,,
Virginia/1863-06-07-1863-06-08-expedition-from-gainesville,Virginia,1863-06-07,1863-06-08,Expedition from Gainesville,MICHIGAN--1st Cavalry (Detachment). PENNSYLVANIA--2nd Cavalry (Detachment).,Expedition,,,,,
Virginia/1863-06-08-scout-from-suffolk-to-south-mills,Virginia,1863-06-08,1863-06-08,Scout from Suffolk to South Mills,NEW YORK--7th Cavalry (1st M. R.).,Scout,,,,,
Virginia/1863-06-09-skirmish-stevensburg,Virginia,1863-06-09,1863-06-09,"Skirmish, Stevensburg","MASSACHUSETTS--1st Cavalry. OHIO--6th Cavalry. PENNSYLVANIA--3rd, 4th and 16th Cavalry. RHODE ISLAND--1st Cavalry. UNITED STATES--Battery ""M"", 2nd Artillery Union loss, 4 killed, 12 wounded, 13 missing. Total, 29.",Skirmish,29,16,4,12,13
Virginia/1863-06-09-skirmish-kelly-s-ford,Virginia,1863-06-09,1863-06-09,"Skirmish, Kelly's Ford",MASSACHUSETTS--1st Cavalry.,Skirmish,,,,,
Virginia/1863-06-09-engagements-brandy-station-or-fleetwood-and-beverly-ford,Virginia,1863-06-09,1863-06-09,"Engagements, Brandy Station or Fleetwood and Beverly Ford","ILLINOIS--8th and 12th Cavalry. INDIANA--3rd Cavalry. MAINE--1st Cavalry; 6th Infantry. MARYLAND--1st Cavalry. MASSACHUSETTS--1st Cavalry; 33rd Infantry. NEW JERSEY--1st Cavalry. NEW YORK--2nd, 6th, 8th and 9th Cavalry; 6th Independent Battery Light Artillery; 86th and 124th Infantry. OHIO--6th Cavalry. PENNSYLVANIA--1st, 3rd, 4th, 6th, 16th and 17th Cavalry. RHODE ISLAND--1st Cavalry. WEST VIRGINIA--3rd Cavalry. WISCONSIN--3rd Infantry. UNITED STATES--1st, 2nd, 5th and 6th Cavalry; Battery ""K"", 1st Artillery; Batteries ""B & L"" and ""M"" 2nd Artillery; Battery ""E"", 4th Artillery Union loss, 81 killed, 403 wounded, 382 captured and missing. Total, 866.",Engagement,866,484,81,403,382
Virginia/1863-06-10-skirmish-kelly-s-ford,Virginia,1863-06-10,1863-06-10,"Skirmish, Kelly's Ford",MARYLAND--6th Infantry.,Skirmish,,,,,
Virginia/1863-06-11-skirmish-diascund-bridge,Virginia,1863-06-11,1863-06-11,"Skirmish, Diascund Bridge",(No Reports.),Skirmish,,,,,
Virginia/1863-06-11-skirmish-near-suffolk,Virginia,1863-06-11,1863-06-11,Skirmish near Suffolk,PENNSYLVANIA--11th Cavalry (Detachment).,Skirmish,,,,,
Virginia/1863-06-11-1863-06-13-expedition-from-brightwood-d-c-to-leesburg-aldie-and-chantilly,Virginia,1863-06-11,1863-06-13,"Expedition from Brightwood, D. C., to Leesburg, Aldie and Chantilly",(No Reports.),Expedition,,,,,
Virginia/1863-06-12-skirmish-middletown,Virginia,1863-06-12,1863-06-12,"Skirmish, Middletown","PENNSYLVANIA--13th Cavalry; 87th Infantry. UNITED STATES--Battery ""L"", 5th Artillery",Skirmish,,,,,
Virginia/1863-06-12-skirmish-cedarville,Virginia,1863-06-12,1863-06-12,"Skirmish, Cedarville",PENNSYLVANIA--12th Cavalry.,Skirmish,,,,,
Virginia/1863-06-12-skirmish-newtown,Virginia,1863-06-12,1863-06-12,"Skirmish, Newtown","PENNSYLVANIA--13th Cavalry; 87th Infantry. UNITED STATES--Battery ""L"", 5th Artillery (Section).",Skirmish,,,,,
Virginia/1863-06-12-skirmish-winchester,Virginia,1863-06-12,1863-06-12,"Skirmish, Winchester","PENNSYLVANIA--12th Cavalry. UNITED STATES--Battery ""L"", 5th Artillery",Skirmish,,,,,
Virginia/1863-06-12-1863-06-13-skirmish-deep-run-creek,Virginia,1863-06-12,1863-06-13,"Skirmish, Deep Run Creek",PENNSYLVANIA--23rd Infantry.,Skirmish,,,,,
Virginia/1863-06-12-1863-06-18-expedition-from-suffolk-to-blackwater,Virginia,1863-06-12,1863-06-18,Expedition from Suffolk to Blackwater,NEW YORK--155th Infantry.,Expedition,,,,,
Virginia/1863-06-13-skirmish-berryville,Virginia,1863-06-13,1863-06-13,"Skirmish, Berryville","NEW YORK--1st Cavalry. Union loss, 2 wounded, 2 missing. Total, 4.",Skirmish,4,2,,2,2
Virginia/1863-06-13-skirmish-opequan-creek-near-winchester,Virginia,1863-06-13,1863-06-13,"Skirmish, Opequan Creek, near Winchester","MARYLAND--Baltimore Battery Light Artillery; 6th Infantry. NEW YORK--1st Cavalry. Union loss, 2 killed, 15 missing. Total, 17.",Skirmish,17,2,2,,15
Virginia/1863-06-13-skirmish-white-post,Virginia,1863-06-13,1863-06-13,"Skirmish, White Post",NEW YORK--1st Cavalry (Detachment).,Skirmish,,,,,
Virginia/1863-06-13-1863-06-15-actions-and-battle-winchester,Virginia,1863-06-13,1863-06-15,"Actions and Battle, Winchester","CONNECTICUT--18th Infantry. MARYLAND--1st Battalion Potomac Home Brigade Cavalry (Co. ""B""); Baltimore Battery Light Artillery; 5th and 6th Infantry. MASSACHUSETTS--1st Heavy Artillery (Co. ""I""). NEW YORK--1st Cavalry; 106th Infantry. OHIO--110th, 116th, 122nd and 123rd Infantry. PENNSYLVANIA--12th and 13th Cavalry; 67th and 87th Infantry. WEST VIRGINIA--Battery ""D"" Light Artillery; 1st (Cos. ""C"" and ""K"") and 3rd (Cos. ""D"" and ""E"") Cavalry; 12th Infantry. UNITED STATES--Battery ""L"", 5th Artillery Union loss, 95 killed, 348 wounded, 4,000 captured and missing. Total, 4,443.",Action,4443,443,95,348,4000
Virginia/1863-06-14-skirmish-nine-mile-ordinary,Virginia,1863-06-14,1863-06-14,"Skirmish, Nine Mile Ordinary",PENNSYLVANIA--5th Cavalry.,Skirmish,,,,,
Virginia/1863-06-14-skirmish-berryville,Virginia,1863-06-14,1863-06-14,"Skirmish, Berryville","MARYLAND--2nd Potomac Home Brigade Infantry (Co. ""F""). Union loss, 1 wounded, 2 missing. Total, 3.",Skirmish,3,1,,1,2
Virginia/1863-06-15-battle-of-winchester,Virginia,1863-06-15,1863-06-15,Battle of Winchester,"CONNECTICUT--18th Infantry. MARYLAND--1st Battalion Home Brigade Cavalry (Co. ""B""); Baltimore Battery Light Artillery; 5th and 6th Infantry. MASSACHUSETTS--1st Heavy Artillery (Co. ""I""). NEW YORK--1st Cavalry; 106th Infantry. OHIO--110th, 116th, 122nd and 123rd Infantry. PENNSYLVANIA--12th and 13th Cavalry; 67th and 87th Infantry. WEST VIRGINIA--Battery ""D"" Light Artillery; 1st (Cos. ""C"" and ""K"") and 3rd (Cos. ""D"" and ""E"") Cavalry; 12th Infantry. UNITED STATES--Battery ""L"", 5th Artillery",Battle,,,,,
Virginia/1863-06-16-action-blackwater-river,Virginia,1863-06-16,1863-06-16,"Action, Blackwater River",NEW YORK--99th Infantry.,Action,,,,,
Virginia/1863-06-17-action-aldie,Virginia,1863-06-17,1863-06-17,"Action, Aldie","MAINE--1st Cavalry. MARYLAND--1st Cavalry, Purnell Legion Cavalry. MASSACHUSETTS--1st Cavalry. NEW JERSEY--1st Cavalry. NEW YORK--2nd, 4th and 10th Cavalry. OHIO--6th Cavalry. PENNSYLVANIA--1st, 3rd, 4th, 8th and 16th Cavalry. UNITED STATES--Battery ""C"", 3rd Artillery Union loss, 50 killed, 131 wounded, 124 captured and missing. Total, 305.",Action,305,181,50,131,124
Virginia/1863-06-17-skirmish-blackwater,Virginia,1863-06-17,1863-06-17,"Skirmish, Blackwater",NEW YORK--164th Infantry.,Skirmish,,,,,
Virginia/1863-06-17-skirmish-thoroughfare-gap,Virginia,1863-06-17,1863-06-17,"Skirmish, Thoroughfare Gap",RHODE ISLAND--1st Cavalry.,Skirmish,,,,,
Virginia/1863-06-17-skirmish-near-middleburg,Virginia,1863-06-17,1863-06-17,Skirmish near Middleburg,RHODE ISLAND--1st Cavalry. Union loss included in June 18.,Skirmish,,,,,
Virginia/1863-06-18-skirmish-near-middleburg,Virginia,1863-06-18,1863-06-18,Skirmish near Middleburg,"MAINE--1st Cavalry. NEW YORK--10th Cavalry. PENNSYLVANIA--4th and 16th Cavalry. Union loss (including June 17), 4 killed, 29 wounded, 237 missing. Total, 270.",Skirmish,270,33,4,29,237
Virginia/1863-06-18-skirmish-near-aldie,Virginia,1863-06-18,1863-06-18,Skirmish near Aldie,RHODE ISLAND--1st Cavalry.,Skirmish,,,,,
Virginia/1863-06-18-skirmish-winchester,Virginia,1863-06-18,1863-06-18,"Skirmish, Winchester",WEST VIRGINIA--9th Infantry.,Skirmish,,,,,
Virginia/1863-06-19-action-middleburg,Virginia,1863-06-19,1863-06-19,"Action, Middleburg","MAINE--1st Cavalry. NEW YORK--2nd, 4th and 10th Cavalry. OHIO--6th Cavalry. PENNSYLVANIA--4th, 8th and 16th Cavalry. UNITED STATES--1st, 2nd, 5th and 6th Cavalry; Battery ""C"", 3rd Artillery Union loss, 16 killed, 46 wounded, 37 missing. Total, 99.",Action,99,62,16,46,37
Virginia/1863-06-20-skirmish-diascund-bridge,Virginia,1863-06-20,1863-06-20,"Skirmish, Diascund Bridge",PENNSYLVANIA--5th Cavalry.,Skirmish,,,,,
Virginia/1863-06-21-skirmish-ashby-s-gap,Virginia,1863-06-21,1863-06-21,"Skirmish, Ashby's Gap",MASSACHUSETTS--18th Infantry.,Skirmish,,,,,
Virginia/1863-06-21-skirmish-near-gainesville,Virginia,1863-06-21,1863-06-21,Skirmish near Gainesville,OHIO--6th Cavalry (Detachment). Union loss 9 captured.,Skirmish,,,,,
Virginia/1863-06-21-engagement-upperville,Virginia,1863-06-21,1863-06-21,"Engagement, Upperville","ILLINOIS--8th and 12th Cavalry. INDIANA--3rd Cavalry. MAINE--1st Cavalry; 20th Infantry. MASSACHUSETTS--1st Cavalry. MICHIGAN--16th Infantry. NEW YORK--2nd, 4th, 6th, 8th and 9th Cavalry; 44th Infantry. OHIO--6th Cavalry. PENNSYLVANIA--3rd, 4th, 6th, 8th and 17th Cavalry; 83rd Infantry. WEST VIRGINIA--3rd Cavalry. UNITED STATES--1st, 2nd, 5th and 6th Cavalry; Batteries ""K"", 1st Artillery; ""M"", 2nd Artillery, and ""C"", 3rd Artillery Union loss, 12 killed, 130 wounded, 67 captured and missing. Total, 209.",Engagement,209,142,12,130,67
Virginia/1863-06-21-skirmish-middleburg,Virginia,1863-06-21,1863-06-21,"Skirmish, Middleburg",INDIANA--3rd Cavalry. NEW YORK--9th Cavalry; 44th Infantry,Skirmish,,,,,
Virginia/1863-06-21-1863-06-25-skirmishes-haymarket,Virginia,1863-06-21,1863-06-25,"Skirmishes, Haymarket","NEW YORK--6th Cavalry. PENNSYLVANIA--106th Infantry. Union loss, 1 killed, 6 wounded, 41 missing. Total, 48.",Skirmishes,48,7,1,6,41
Virginia/1863-06-22-skirmish-near-dover,Virginia,1863-06-22,1863-06-22,Skirmish near Dover,NEW JERSEY--1st Cavalry.,Skirmish,,,,,
Virginia/1863-06-22-skirmish-aldie,Virginia,1863-06-22,1863-06-22,"Skirmish, Aldie","PENNSYLVANIA--3rd Cavalry. Union loss, 1 killed, 2 wounded, 2 missing. Total, 5.",Skirmish,5,3,1,2,2
Virginia/1863-06-23-1863-06-28-expedition-from-yorktown-to-south-anna-bridge,Virginia,1863-06-23,1863-06-28,Expedition from Yorktown to South Anna Bridge,ILLINOIS--12th Cavalry. MASSACHUSETTS--2nd Cavalry. PENNSYLVANIA--11th Cavalry (Detachments).,Expedition,,,,,
Virginia/1863-06-24-skirmish-middleburg,Virginia,1863-06-24,1863-06-24,"Skirmish, Middleburg",MAINE--20th Infantry.,Skirmish,,,,,
Virginia/1863-06-24-1863-07-07-campaign-dix-s-peninsula,Virginia,1863-06-24,1863-07-07,"Campaign, Dix's Peninsula","CONNECTICUT--8th, 11th, 15th and 16th Infantry. DELAWARE--4th Infantry. ILLINOIS--12th Cavalry (Detachment). INDIANA--13th Infantry. MASSACHUSETTS--2nd Cavalry (Battalion); 7th Battery Light Artillery; 40th Infantry. MICHIGAN--26th Infantry. NEW HAMPSHIRE--10th and 13th Infantry. NEW YORK--2nd (Battalion), and 6th (3rd Battalion) Cavalry; Battery ""H"", 1st Light Artillery; 8th and 16th Independent Batteries Light Artillery; 1st Battalion S. S; 3rd, 89th, 99th, 103rd, 112th, 117th, 118th, 127th, 130th, 139th, 141st, 142nd, 143rd, 144th, 152nd, 155th, 164th, 168th, 169th, 170th and 182nd Infantry PENNSYLVANIA--5th and 11th Cavalry; Batteries ""E"" and ""H"", 1st Light Artillery; 165th, 166th, 167th, 169th, 172nd, 178th, and 179th Infantry. RHODE ISLAND--4th Infantry. VERMONT--9th Infantry. WISCONSIN--2nd Battery Light Artillery; 19th Infantry. UNITED STATES--Batteries ""A"" and ""M"", 5th Artillery",Campaign,,,,,
Virginia/1863-06-25-skirmish-thoroughfare-gap,Virginia,1863-06-25,1863-06-25,"Skirmish, Thoroughfare Gap",PENNSYLVANIA--8th Cavalry.,Skirmish,,,,,
Virginia/1863-06-25-skirmish-middleburg,Virginia,1863-06-25,1863-06-25,"Skirmish, Middleburg",MARYLAND--1st Cavalry.,Skirmish,,,,,
Virginia/1863-06-26-skirmish-south-anna-bridge,Virginia,1863-06-26,1863-06-26,"Skirmish, South Anna Bridge",ILLINOIS--12th Cavalry (Detachment). MASSACHUSETTS--2nd Cavalry (Detachment). PENNSYLVANIA--11th Cavalry.,Skirmish,,,,,
Virginia/1863-06-26-action-hanover-court-house,Virginia,1863-06-26,1863-06-26,"Action, Hanover Court House",PENNSYLVANIA--11th Cavalry.,Action,,,,,
Virginia/1863-06-27-skirmish-fairfax-court-house,Virginia,1863-06-27,1863-06-27,"Skirmish, Fairfax Court House","NEW YORK--11th Cavalry (Cos. ""B"", ""C""). Union loss, 3 killed, 15 wounded, 55 missing. Total, 73.",Skirmish,73,18,3,15,55
Virginia/1863-06-27-action-aldie,Virginia,1863-06-27,1863-06-27,"Action, Aldie",RHODE ISLAND--1st Cavalry.,Action,,,,,
Virginia/1863-06-28-skirmish-barnesville,Virginia,1863-06-28,1863-06-28,"Skirmish, Barnesville",PENNSYLVANIA--5th Cavalry.,Skirmish,,,,,
Virginia/1863-06-28-1863-06-29-affair-little-river-turnpike,Virginia,1863-06-28,1863-06-29,"Affair, Little River Turnpike",NEW YORK--178th Infantry (Detachment).,Affair,,,,,
Virginia/1863-07-01-skirmish-baltimore-cross-roads,Virginia,1863-07-01,1863-07-01,"Skirmish, Baltimore Cross Roads",PENNSYLVANIA--5th Cavalry.,Skirmish,,,,,
Virginia/1863-07-01-1863-07-07-expedition-from-white-house-to-bottom-s-bridge,Virginia,1863-07-01,1863-07-07,Expedition from White House to Bottom's Bridge,"DELAWARE--4th Infantry. MASSACHUSETTS--40th Infantry. MICHIGAN--26th Infantry. NEW YORK--6th Cavalry (3rd Battalion); Battery ""H"", 1st Light Artillery; 1st Battalion S. S.; 130th, 139th, 141st and 152nd Infantry. PENNSYLVANIA--5th Cavalry; Battery ""H"", 1st Light Artillery; 167th, 178th and 179th Infantry. UNITED STATES--Battery ""M"", 5th Artillery",Expedition,,,,,
