"cwsac_id","belligerent","str_mean","cas_kwm_mean","str_var","cas_k_mean","cas_w_mean","cas_m_mean","cas_kw_mean","cas_km_mean","cas_wm_mean","str_mean_cwsac","str_var_cwsac","description","cas_k_var","cas_w_var","cas_m_var","cas_kw_var","cas_km_var","cas_wm_var","cas_kwm_var"
"TN015","Confederate",NA,3,NA,NA,NA,NA,NA,NA,NA,5628.51,3.84117e+06,"Forrest’s Division",NA,NA,NA,NA,NA,NA,0.0833333
"TN015","US",NA,529,NA,NA,NA,NA,NA,NA,NA,400,419.458,"Detachments of the 22nd Wisconsin Volunteer Infantry, 33rd Indiana, and 19th Michigan Volunteer Infantry regiments, 1st Division, 1st Cavalry Corps (approx. 400)",NA,NA,NA,NA,NA,NA,0.0833333
"TN016","Confederate",NA,137,NA,NA,NA,NA,NA,NA,NA,13814.8,1.78492e+07,"1st Cavalry Corps, Army of Tennessee",NA,NA,NA,NA,NA,NA,0.0833333
"TN016","US",NA,100,NA,NA,NA,NA,NA,NA,NA,54876.1,3.94571e+08,"Army of Kentucky",NA,NA,NA,NA,NA,NA,419.458
"TN017","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,4940.27,1.07778e+06,"two brigades, Stewart’s Division, Hardee’s Corps, Army of Tennessee, and 1st (3rd) Kentucky Cavalry Regiment",NA,NA,NA,NA,NA,NA,NA
"TN017","US",NA,583,NA,NA,NA,NA,NA,NA,NA,2310.07,502436,"Wilder’s Brigade, XIV Army Corps, Army of the Cumberland",NA,NA,NA,NA,NA,NA,0.0833333
"TN018","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,25289,8.07878e+07,"Hill's Corps, Army of Tennessee",NA,NA,NA,NA,NA,NA,NA
"TN018","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,2310.07,502436,"Wilder's Brigade, 4th Division, XIV Corps, Army of the Cumberland",NA,NA,NA,NA,NA,NA,NA
"TN019","Confederate",1200,165,419.458,NA,NA,NA,NA,NA,NA,1200,419.458,"1st Tennessee Cavalry Regiment and Artillery (approx. 1,200)",NA,NA,NA,NA,NA,NA,0.0833333
"TN019","US",NA,27,NA,NA,NA,NA,NA,NA,NA,2310.07,502436,"2nd Brigade, 4th Division, XXIII Army Corps, Department of the Ohio",NA,NA,NA,NA,NA,NA,0.0833333
"TN020","Confederate",NA,216,NA,NA,NA,NA,NA,NA,NA,955,19837.5,"1st Tennessee Volunteer Cavalry Regiment, 4th Kentucky Cavalry Regiment, and some home guard troops and artillery",NA,NA,NA,NA,NA,NA,0.0833333
"TN020","US",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Department of the Ohio",NA,NA,NA,NA,NA,NA,419.458
"TN021","Confederate",NA,356,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"Jenkins Division, Longstreet’s Corps",NA,NA,NA,NA,NA,NA,0.0833333
"TN021","US",NA,216,NA,NA,NA,NA,NA,NA,NA,24772.1,4.54954e+07,"XI Army Corps and 2nd Division, XII Army Corps",NA,NA,NA,NA,NA,NA,0.0833333
"TN022","Confederate",NA,95,NA,NA,NA,NA,NA,NA,NA,2500,419.458,"Cavalry Division (2,500)",NA,NA,NA,NA,NA,NA,0.0833333
"TN022","US",NA,60,NA,NA,NA,NA,NA,NA,NA,850,5.58333,"3rd Cavalry Brigade (850)",NA,NA,NA,NA,NA,NA,5.58333
"TN023","Confederate",NA,570,NA,NA,NA,NA,NA,NA,NA,25289,8.07878e+07,"Longstreet’s Corps",NA,NA,NA,NA,NA,NA,5.58333
"TN023","US",NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Department of the Ohio",NA,NA,NA,NA,NA,NA,419.458
"TN024","Confederate",NA,6667,NA,NA,NA,NA,NA,NA,NA,79159.5,7.77632e+08,"Army of Tennessee",NA,NA,NA,NA,NA,NA,0.0833333
"TN024","US",NA,5815,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Military Division of the Mississippi",NA,NA,NA,NA,NA,NA,0.0833333
"TN025","Confederate",NA,800,NA,NA,NA,NA,NA,NA,NA,25289,8.07878e+07,"Longstreet’s Corps",NA,NA,NA,NA,NA,NA,419.458
"TN025","US",NA,15,NA,NA,NA,NA,NA,NA,NA,54876.1,3.94571e+08,"Army of the Ohio",NA,NA,NA,NA,NA,NA,0.0833333
"TN026","Confederate",NA,222,NA,NA,NA,NA,NA,NA,NA,25289,8.07878e+07,"Longstreet’s 1st Corps Army of Northern Virginia",NA,NA,NA,NA,NA,NA,0.0833333
"TN026","US",4000,115,33585,NA,NA,NA,NA,NA,NA,13729.5,2.31795e+07,"Cavalry Corps, Department of the Ohio",NA,NA,NA,NA,NA,NA,0.0833333
"TN027","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,2026.91,355248,"Martin’s Cavalry Brigade, Department of East Tennessee",NA,NA,NA,NA,NA,NA,NA
"TN027","US",NA,151,NA,NA,NA,NA,NA,NA,NA,16039.6,2.3682e+07,"Cavalry Corps, Army of the Ohio, and 1st Brigade, 2nd Division, XXIII Corps",NA,NA,NA,NA,NA,NA,0.0833333
"TN028","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Department of East Tennessee",NA,NA,NA,NA,NA,NA,NA
"TN028","US",NA,150,NA,NA,NA,NA,NA,NA,NA,32191.1,6.42931e+07,"Cavalry Corps, Army of the Ohio, and Infantry of the IV Army Corps",NA,NA,NA,NA,NA,NA,5.58333
"TN029","Confederate",NA,165,NA,NA,NA,NA,NA,NA,NA,2026.91,355248,"Cavalry Brigade, Department of East Tennessee",NA,NA,NA,NA,NA,NA,0.0833333
"TN029","US",NA,100,NA,NA,NA,NA,NA,NA,NA,4658.57,2.1578e+06,"Cavalry Division, Cavalry Corps, Army of the Ohio",NA,NA,NA,NA,NA,NA,419.458
"TN030","Confederate",2500,100,419.458,NA,NA,NA,NA,NA,NA,5628.51,3.84117e+06,"Brig. Gen. James R. Chalmers’s 1st Division, Forrest’s Cavalry Corps",NA,NA,NA,NA,NA,NA,419.458
"TN030","US",600,549,419.458,NA,NA,NA,NA,NA,NA,600,419.458,"Fort Pillow Garrison (approx. 600)",NA,NA,NA,NA,NA,NA,0.0833333
"TN031","Confederate",2000,62,33585,NA,NA,NA,NA,NA,NA,5628.51,3.84117e+06,"Forrest’s Cavalry Division",NA,NA,NA,NA,NA,NA,0.0833333
"TN031","US",6000,480,33585,NA,NA,NA,NA,NA,NA,NA,NA,"Memphis Garrison",NA,NA,NA,NA,NA,NA,5.58333
"TN032","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,16885.5,1.15235e+07,"Forrest’s Cavalry Division",NA,NA,NA,NA,NA,NA,NA
"TN032","US",4000,NA,33585,NA,NA,NA,NA,NA,NA,NA,NA,"Johnsonville garrison and three gunboats",NA,NA,NA,NA,NA,NA,NA
"TN033","Confederate",2400,100,419.458,NA,NA,NA,NA,NA,NA,2400,419.458,"Department of Western Virginia and East Tennessee (approximately 2,400)",NA,NA,NA,NA,NA,NA,419.458
"TN033","US",NA,324,NA,NA,NA,NA,NA,NA,NA,2310.07,502436,"Governor’s Guard Brigade, State of Tennessee",NA,NA,NA,NA,NA,NA,0.0833333
"TN034","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,79159.5,7.77632e+08,"Army of Tennessee",NA,NA,NA,NA,NA,NA,NA
"TN034","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,27692.4,6.16703e+07,"XXIII Army Corps and elements of IV Army Corps",NA,NA,NA,NA,NA,NA,NA
"TN035","Confederate",NA,500,NA,NA,NA,NA,NA,NA,NA,79159.5,7.77632e+08,"Army of Tennessee",NA,NA,NA,NA,NA,NA,419.458
"TN035","US",NA,350,NA,NA,NA,NA,NA,NA,NA,36923.2,8.22271e+07,"IV and XXIII Army Corps",NA,NA,NA,NA,NA,NA,5.58333
"TN036","Confederate",NA,7300,NA,NA,NA,NA,NA,NA,NA,79159.5,7.77632e+08,"Army of Tennessee",NA,NA,NA,NA,NA,NA,419.458
"TN036","US",NA,2633,NA,NA,NA,NA,NA,NA,NA,36923.2,8.22271e+07,"IV Corps, Army of the Cumberland and XXIII Corps, Army of the Ohio",NA,NA,NA,NA,NA,NA,0.0833333
"TN037","Confederate",6750,214,5.58333,NA,NA,NA,NA,NA,NA,18236.5,1.25956e+07,"Forrest’s Cavalry Division, Bate's Infantry Division, and Sears’s and Palmer’s Infantry Brigades",NA,NA,NA,NA,NA,NA,0.0833333
"TN037","US",8000,208,33585,NA,NA,NA,NA,NA,NA,NA,NA,"Murfreesboro Garrison",NA,NA,NA,NA,NA,NA,0.0833333
"TN038","Confederate",NA,6500,NA,NA,NA,NA,NA,NA,NA,79159.5,7.77632e+08,"Army of Tennessee",NA,NA,NA,NA,NA,NA,419.458
"TN038","US",NA,3061,NA,NA,NA,NA,NA,NA,NA,50652.7,1.05407e+08,"IV Corps, XXIII Corps, Detachment of Army of the Tennessee, provisional detachment, and cavalry corps",NA,NA,NA,NA,NA,NA,0.0833333
"TX001","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Garrison at Sabine Pass",NA,NA,NA,NA,NA,NA,NA
"TX001","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flotilla of the Western Gulf Blockading Squadron",NA,NA,NA,NA,NA,NA,NA
"TX002","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Garrison at Galveston",NA,NA,NA,NA,NA,NA,NA
"TX002","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mortar Flotilla of the Western Gulf Blockading Squadron",NA,NA,NA,NA,NA,NA,NA
"TX003","Confederate",NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Department of Texas, New Mexico and Arizona, and the Texas Marine Department",NA,NA,NA,NA,NA,NA,5.58333
"TX003","US",NA,600,NA,NA,NA,NA,NA,NA,NA,136.429,269.898,"Companies D, G, and I, 42nd Massachusetts Volunteer Infantry Regiment, and the Mortar Flotilla of the Western Gulf Blockading Squadron",NA,NA,NA,NA,NA,NA,419.458
"TX005","Confederate",NA,118,NA,NA,NA,NA,NA,NA,NA,477.5,9918.75,"Detachments from Gidding’s Regiment, Anderson’s Battalion of Cavalry, and other Confederate units and southern sympathizers",NA,NA,NA,NA,NA,NA,0.0833333
"TX005","US",NA,30,NA,NA,NA,NA,NA,NA,NA,716.25,14878.1,"Detachments from the 62nd U.S. Colored Infantry Regiment, 2nd Texas Cavalry Regiment, and 34th Indiana Volunteer Infantry",NA,NA,NA,NA,NA,NA,5.58333
"TX006","Confederate",44,0,0.0833333,NA,NA,NA,NA,NA,NA,NA,NA,"Garrison of Fort Griffon (Texan Davis Guards)",NA,NA,NA,NA,NA,NA,0.0833333
"TX006","US",NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flotilla of the Western Gulf Blockading Squadron and 150 Army sharpshooters",NA,NA,NA,NA,NA,NA,5.58333
"VA001","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Battery Garrison, unknown",NA,NA,NA,NA,NA,NA,NA
"VA001","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gunboats, 2",NA,NA,NA,NA,NA,NA,NA
"VA002","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,33585,"Battery Garrison, approximately 1,000",NA,NA,NA,NA,NA,NA,NA
"VA002","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gunboats, 4",NA,NA,NA,NA,NA,NA,NA
"VA003","Confederate",1200,8,419.458,NA,NA,NA,NA,NA,NA,1200,419.458,"1,200",NA,NA,NA,NA,NA,NA,0.0833333
"VA003","US",3500,76,419.458,NA,NA,NA,NA,NA,NA,3500,419.458,"3,500",NA,NA,NA,NA,NA,NA,0.0833333
"VA004","Confederate",22000,68,33585,NA,NA,NA,NA,NA,NA,7000,33585,"7,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA004","US",35000,83,33585,NA,NA,NA,NA,NA,NA,7000,33585,"3,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA005","Confederate",3230,1982,5.58333,NA,NA,NA,NA,NA,NA,32230,5.58333,"32,230",NA,NA,NA,NA,NA,NA,0.0833333
"VA005","US",28450,2896,5.58333,NA,NA,NA,NA,NA,NA,28450,5.58333,"28,450",NA,NA,NA,NA,NA,NA,0.0833333
"VA006","Confederate",1600,149,419.458,NA,NA,NA,NA,NA,NA,1600,419.458,"1,600",NA,NA,NA,NA,NA,NA,0.0833333
"VA006","US",2000,921,33585,NA,NA,NA,NA,NA,NA,2000,33585,"2,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA007","Confederate",NA,230,NA,NA,NA,NA,NA,NA,NA,4000,33585,"approximately 4,000",NA,NA,NA,NA,NA,NA,5.58333
"VA007","US",NA,71,NA,NA,NA,NA,NA,NA,NA,5000,33585,"approximately 5,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA008","Confederate",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Warship, 1",NA,NA,NA,NA,NA,NA,0.0833333
"VA008","US",NA,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Warships, 4",NA,NA,NA,NA,NA,NA,0.0833333
"VA009","Confederate",NA,300,NA,NA,NA,NA,NA,NA,NA,53000,33585,"53,000",NA,NA,NA,NA,NA,NA,419.458
"VA009","US",NA,182,NA,NA,NA,NA,NA,NA,NA,118000,33585,"118,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA010","Confederate",31823,1560,0.0833333,NA,NA,NA,NA,NA,NA,31823,0.0833333,"Divisions, 31,823",NA,NA,NA,NA,NA,NA,5.58333
"VA010","US",40768,2283,0.0833333,NA,NA,NA,NA,NA,NA,40768,0.0833333,"Corps, 40,768",NA,NA,NA,NA,NA,NA,0.0833333
"VA011","Confederate",NA,48,NA,NA,NA,NA,NA,NA,NA,11000,33585,"approximately 11,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA011","US",NA,186,NA,NA,NA,NA,NA,NA,NA,11000,33585,"4 Gunboats, approximately 11,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA012","Confederate",NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Battery Garrison, unknown",NA,NA,NA,NA,NA,NA,0.0833333
"VA012","US",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gunboats, 5",NA,NA,NA,NA,NA,NA,0.0833333
"VA013","Confederate",NA,746,NA,NA,NA,NA,NA,NA,NA,4000,33585,"Brigade, 4,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA013","US",NA,355,NA,NA,NA,NA,NA,NA,NA,12000,33585,"Division, 12,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA014","Confederate",NA,6100,NA,NA,NA,NA,NA,NA,NA,39000,33585,"39,000",NA,NA,NA,NA,NA,NA,419.458
"VA014","US",NA,5000,NA,NA,NA,NA,NA,NA,NA,34000,33585,"34,000",NA,NA,NA,NA,NA,NA,33585
"VA015","Confederate",NA,441,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"unknown",NA,NA,NA,NA,NA,NA,0.0833333
"VA015","US",NA,626,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"unknown",NA,NA,NA,NA,NA,NA,0.0833333
"VA016","Confederate",16356,1484,0.0833333,NA,NA,NA,NA,NA,NA,16356,0.0833333,"Divisions, 16,356",NA,NA,NA,NA,NA,NA,0.0833333
"VA016","US",15631,361,0.0833333,NA,NA,NA,NA,NA,NA,15631,0.0833333,"Corps, 15,631",NA,NA,NA,NA,NA,NA,0.0833333
"VA017","Confederate",57018,8750,0.0833333,NA,NA,NA,NA,NA,NA,57018,0.0833333,"Army, 57,018",NA,NA,NA,NA,NA,NA,5.58333
"VA017","US",34214,6837,0.0833333,NA,NA,NA,NA,NA,NA,34214,0.0833333,"Corps, 34,214",NA,NA,NA,NA,NA,NA,0.0833333
"VA018","Confederate",NA,438,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"unknown",NA,NA,NA,NA,NA,NA,0.0833333
"VA018","US",NA,189,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"unknown",NA,NA,NA,NA,NA,NA,0.0833333
"VA019","Confederate",NA,444,NA,NA,NA,NA,NA,NA,NA,14000,33585,"Division, 14,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA019","US",NA,919,NA,NA,NA,NA,NA,NA,NA,26000,33585,"II Corps, 26,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA020","Confederate",NA,3600,NA,NA,NA,NA,NA,NA,NA,29000,33585,"29,000",NA,NA,NA,NA,NA,NA,419.458
"VA020","US",NA,2700,NA,NA,NA,NA,NA,NA,NA,32000,33585,"32,000",NA,NA,NA,NA,NA,NA,419.458
"VA020A","Confederate",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0833333
"VA020A","US",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0833333
"VA021","Confederate",NA,5355,NA,NA,NA,NA,NA,NA,NA,80000,2.80017e+06,"approximately 80,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA021","US",NA,3000,NA,NA,NA,NA,NA,NA,NA,80000,2.80017e+06,"approximately 80,000",NA,NA,NA,NA,NA,NA,33585
"VA022","Confederate",16868,1400,0.0833333,NA,NA,NA,NA,NA,NA,16868,0.0833333,"16,868",NA,NA,NA,NA,NA,NA,419.458
"VA022","US",8030,2500,5.58333,NA,NA,NA,NA,NA,NA,8030,5.58333,"8,030",NA,NA,NA,NA,NA,NA,419.458
"VA023","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,2231.39,533930,"unknown",NA,NA,NA,NA,NA,NA,NA
"VA023","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,2310.07,502436,"unknown",NA,NA,NA,NA,NA,NA,NA
"VA024","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,2231.39,533930,"",NA,NA,NA,NA,NA,NA,NA
"VA024","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,2310.07,502436,"",NA,NA,NA,NA,NA,NA,NA
"VA025","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"unknown",NA,NA,NA,NA,NA,NA,NA
"VA025","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"unknown",NA,NA,NA,NA,NA,NA,NA
"VA026","Confederate",NA,8353,NA,NA,NA,NA,NA,NA,NA,55000,33585,"approximately 55,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA026","US",NA,13826,NA,NA,NA,NA,NA,NA,NA,63000,33585,"approximately 63,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA027","Confederate",NA,800,NA,NA,NA,NA,NA,NA,NA,20000,2.80017e+06,"20,000",NA,NA,NA,NA,NA,NA,419.458
"VA027","US",NA,1300,NA,NA,NA,NA,NA,NA,NA,6000,33585,"6,000",NA,NA,NA,NA,NA,NA,419.458
"VA028","Confederate",100007,5300,0.0833333,NA,NA,NA,NA,NA,NA,72497,0.0833333,"72,497",NA,NA,NA,NA,NA,NA,419.458
"VA028","US",NA,12600,NA,NA,NA,NA,NA,NA,NA,100007,0.0833333,"100,007",NA,NA,NA,NA,NA,NA,419.458
"VA029","Confederate",NA,80,NA,NA,NA,NA,NA,NA,NA,800,419.458,"Brigade, 800",NA,NA,NA,NA,NA,NA,5.58333
"VA029","US",NA,99,NA,NA,NA,NA,NA,NA,NA,2100,419.458,"Divisions, 2,100",NA,NA,NA,NA,NA,NA,0.0833333
"VA030","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,2.80017e+06,"approximately 20,000",NA,NA,NA,NA,NA,NA,NA
"VA030","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,17000,33585,"Gunboat, approximately 17,000",NA,NA,NA,NA,NA,NA,NA
"VA031","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"VA031","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"VA032","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,57352,0.0833333,"57,352",NA,NA,NA,NA,NA,NA,NA
"VA032","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,97382,0.0833333,"97,382",NA,NA,NA,NA,NA,NA,NA
"VA033","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,2.80017e+06,"Brigades 10,000",NA,NA,NA,NA,NA,NA,NA
"VA033","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,33585,"VI Corps, 25,000",NA,NA,NA,NA,NA,NA,NA
"VA034","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,12000,33585,"approximately 12,000",NA,NA,NA,NA,NA,NA,NA
"VA034","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,33585,"approximately 25,000",NA,NA,NA,NA,NA,NA,NA
"VA035","Confederate",NA,515,NA,NA,NA,NA,NA,NA,NA,9500,419.458,"9,500",NA,NA,NA,NA,NA,NA,0.0833333
"VA035","US",NA,868,NA,NA,NA,NA,NA,NA,NA,11000,33585,"11,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA036","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,419.458,"approximately 1,500",NA,NA,NA,NA,NA,NA,NA
"VA036","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,33585,"approximately 2,000",NA,NA,NA,NA,NA,NA,NA
"VA037","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"unknown",NA,NA,NA,NA,NA,NA,NA
"VA037","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"unknown",NA,NA,NA,NA,NA,NA,NA
"VA038","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"unknown",NA,NA,NA,NA,NA,NA,NA
"VA038","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"unknown",NA,NA,NA,NA,NA,NA,NA
"VA039","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,33585,"approximately 3,000",NA,NA,NA,NA,NA,NA,NA
"VA039","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,33585,"approximately 2,000",NA,NA,NA,NA,NA,NA,NA
"VA040","Confederate",NA,1380,NA,NA,NA,NA,NA,NA,NA,17218,0.0833333,"17,218",NA,NA,NA,NA,NA,NA,5.58333
"VA040","US",NA,540,NA,NA,NA,NA,NA,NA,NA,8383,0.0833333,"8,383",NA,NA,NA,NA,NA,NA,5.58333
"VA041","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,33585,"approximately 3,000",NA,NA,NA,NA,NA,NA,NA
"VA041","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,2310.07,502436,"unknown",NA,NA,NA,NA,NA,NA,NA
"VA042","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"unknown",NA,NA,NA,NA,NA,NA,NA
"VA042","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"unknown",NA,NA,NA,NA,NA,NA,NA
"VA043","Confederate",NA,2041,NA,NA,NA,1600,441,NA,NA,2000,33585,"2,000",NA,NA,419.458,0.0833333,NA,NA,419.542
"VA043","US",NA,461,NA,NA,NA,NA,NA,NA,NA,2000,33585,"2,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA044","Confederate",44426,795,0.0833333,NA,NA,NA,NA,NA,NA,44426,0.0833333,"44,426",NA,NA,NA,NA,NA,NA,0.0833333
"VA044","US",69643,1633,0.0833333,NA,NA,NA,NA,NA,NA,69643,0.0833333,"69,643",NA,NA,NA,NA,NA,NA,0.0833333
"VA045","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,25289,8.07878e+07,"",NA,NA,NA,NA,NA,NA,NA
"VA045","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,18461.6,4.11136e+07,"",NA,NA,NA,NA,NA,NA,NA
"VA046","Confederate",61025,10800,0.0833333,NA,NA,NA,NA,NA,NA,61025,0.0833333,"61,025",NA,NA,NA,NA,NA,NA,419.458
"VA046","US",101895,18000,0.0833333,NA,NA,NA,NA,NA,NA,101895,0.0833333,"101,895",NA,NA,NA,NA,NA,NA,33585
"VA047","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,2600,419.458,"2,600",NA,NA,NA,NA,NA,NA,NA
"VA047","US",39000,NA,33585,NA,NA,NA,NA,NA,NA,8000,33585,"8,000",NA,NA,NA,NA,NA,NA,NA
"VA048","Confederate",52000,9000,33585,NA,NA,NA,NA,NA,NA,52000,33585,"52,000",NA,NA,NA,NA,NA,NA,33585
"VA048","US",100000,18000,2.40095e+08,NA,NA,NA,NA,NA,NA,100000,2.40095e+08,"100,000",NA,NA,NA,NA,NA,NA,33585
"VA049","Confederate",NA,538,NA,NA,NA,NA,NA,NA,NA,2400,419.458,"2,400",NA,NA,NA,NA,NA,NA,0.0833333
"VA049","US",NA,688,NA,NA,NA,NA,NA,NA,NA,6555,0.0833333,"6,555",NA,NA,NA,NA,NA,NA,0.0833333
"VA050","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"unknown",NA,NA,NA,NA,NA,NA,NA
"VA050","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"5 gunboats, unknown",NA,NA,NA,NA,NA,NA,NA
"VA051","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"unknown",NA,NA,NA,NA,NA,NA,NA
"VA051","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"unknown",NA,NA,NA,NA,NA,NA,NA
"VA052","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,33585,"5,000",NA,NA,NA,NA,NA,NA,NA
"VA052","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,12000,33585,"12,000",NA,NA,NA,NA,NA,NA,NA
"VA053","Confederate",18000,1000,33585,NA,NA,NA,NA,NA,NA,18000,33585,"18,000",NA,NA,NA,NA,NA,NA,33585
"VA053","US",39000,3004,33585,NA,NA,NA,NA,NA,NA,30000,2.80017e+06,"30,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA054","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"VA054","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"VA055","Confederate",NA,2517,NA,NA,NA,NA,NA,NA,NA,53000,33585,"53,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA055","US",NA,2623,NA,NA,NA,NA,NA,NA,NA,68000,33585,"68,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA056","Confederate",NA,140,NA,NA,NA,NA,NA,NA,NA,2500,419.458,"2,500",NA,NA,NA,NA,NA,NA,5.58333
"VA056","US",NA,26,NA,NA,NA,NA,NA,NA,NA,1100,419.458,"1 Gunboat, 1,100",NA,NA,NA,NA,NA,NA,0.0833333
"VA057","Confederate",NA,1159,NA,NA,NA,NA,NA,NA,NA,25289,8.07878e+07,"unknown",NA,NA,NA,NA,NA,NA,0.0833333
"VA057","US",NA,731,NA,NA,NA,NA,NA,NA,NA,18461.6,4.11136e+07,"unknown",NA,NA,NA,NA,NA,NA,0.0833333
